NOI2012,金牌,顾昱洲,高二,江苏南京师大附中,630,江苏,男,
NOI2012,金牌,范浩强,高二,中国人民大学附属中学,625,北京,男,
NOI2012,金牌,贾志鹏,高二,江苏南京外国语学校,610,江苏,男,
NOI2012,金牌,王康宁,高二,吉林东北师大附中,601,吉林,男,
NOI2012,金牌,陈立杰,高二,浙江杭州外国语学校,599,浙江,男,
NOI2012,金牌,余翔,高二,江苏省大丰高级中学,591,江苏,男,
NOI2012,金牌,杨志灿,高二,福建师范大学附属中学,539,福建,男,
NOI2012,金牌,向鹏达,高二,湖南长沙市雅礼中学,509,湖南,男,
NOI2012,金牌,王悦铭,高二,四川省绵阳南山中学,505,四川,女,
NOI2012,金牌,罗雨屏,高二,湖南长沙市长郡中学,503,湖南,男,
NOI2012,金牌,乔明达,高一,江苏南京外国语学校,503,江苏,男,
NOI2012,金牌,朱新瑞,高二,四川成都石室中学,502,四川,男,
NOI2012,金牌,胡渊鸣,高二,江苏省扬州中学,501,江苏,男,
NOI2012,金牌,刘定峰,高一,福建厦门一中,493,福建,男,
NOI2012,金牌,高远,高二,浙江省杭州学军中学,491,浙江,男,
NOI2012,金牌,罗干,高一,浙江杭州学军中学,491,浙江,男,
NOI2012,金牌,陈文潇,高二,湖南长沙市长郡中学,489,湖南,男,
NOI2012,金牌,彭天翼,高二,湖南湖南师大附中,487,湖南,男,
NOI2012,金牌,许昊然,高一,江苏南京外国语学校,485,江苏,男,
NOI2012,金牌,龙浩民,高二,广东中山市第一中学,484,广东,男,
NOI2012,金牌,谭震,高二,湖南衡阳市第八中学,483,湖南,男,
NOI2012,金牌,钟泽轩,高二,湖南师大附中,482,湖南,男,
NOI2012,金牌,毕克,高二,河北石家庄二中,480,河北,男,
NOI2012,金牌,成羽丰,高二,河北石家庄市第一中学,478,河北,男,
NOI2012,金牌,黎文杰,高二,四川省绵阳南山中学实验学校,477,四川,男,
NOI2012,金牌,李煜东,高二,河北石家庄二中,473,河北,男,
NOI2012,金牌,黄嘉泰,高一,浙江杭州第二中学,472,浙江,男,
NOI2012,金牌,王若松,高二,山东省青岛第二中学,471,山东,男,
NOI2012,金牌,李凌霄,高二,四川成都市第七中学林荫校区,470,四川,男,
NOI2012,金牌,吕可凡,高一,江苏常州市第一中学,469,江苏,男,
NOI2012,金牌,汤沛雯,高二,黑龙江哈尔滨师范大学附属中学,469,黑龙江,女,
NOI2012,金牌,王启圣,高二,广西柳州高级中学,469,广西,男,
NOI2012,金牌,钱雨杰,高二,江苏省常州高级中学,468,江苏,男,
NOI2012,金牌,王迪,高二,四川成都市第七中学林荫校区,468,四川,男,
